title_id,movie,drama,animation,2nd,num_extended,novel_original,extended,title,complete,author,author_works,genre,rating,episode,view,comment,hashtags,age rating,story_cleaned
62346531,0,0,0,0,0,0,0,보고싶고 품고싶고 [개정판],1,"민은아,권열희",8,로맨스,9.8,74,1050000,477,시대 역사로맨스 동양풍 드라마 애잔물,15,나비 시선 줄기 주어 송이 입술 온몸
52226628,0,0,0,0,0,1,0,아비무쌍,1,"노경찬,이현석",2,무협,9.9,298,84195000,38000,정통 육아 무림 낭인,0,특급 해결사 사랑 여인 기쁨 쌍둥이 존재 위험천만 낭인 생활 무사 사방 아이 아버지 좌충우돌 무협 액션 육아 일지
62189532,0,0,0,0,0,1,0,내 침대 밑에 괴물 남주가 산다,1,"지헤,여로은",4,로판,10,70,10527000,9,로맨스판타지 빙의물 수인물 우연한만남 인외존재 다정남 사차원남 외유내강 계략녀 친구연인 정략결혼 로맨틱코미디 권선징악 순정남 털털녀,0,빙의 캐릭터 빌런 운명 고민 사이코패스 전쟁 오빠 라임
55795261,0,0,0,0,0,1,0,"폐하, 또 죽이진 말아주세요",1,"혜용,하연,에클레어",7,로판,10,140,31247000,25000,로맨스판타지 회귀물 까칠남 다정남 상처남 왕족 귀족 능력남 엉뚱발랄녀 상처녀 라이벌 앙숙 금단의관계 로맨틱코미디 애잔물 달달물,0,햇볕 여름날 죽음 여덟 아버지 어머니 동생 단두대 생일 황녀 황제 간신 전하 가족 불신 괴물 허락 상처
54526433,0,0,0,0,0,1,0,악녀는 모래시계를 되돌린다,1,"앤트스튜디오,산소비",10,로판,10,125,85027000,75000,로맨스판타지 타임슬립 복수물 회귀물 왕족 귀족 능력남 존댓말남 능력녀 계략녀 악녀,0,매춘 어머니 백작 결혼 벼락 출세 사치 여동생 계략 죽음 환상 모래시계 동시 기적 과거 회귀 동생 악녀 상대 복수
62536814,0,0,0,0,0,1,0,동생을 예쁘게 키웠다,1,"리틀디,다로,나르얀",2,로판,9.9,97,4530000,4,로맨스판타지 성장물 가족물 회귀물 육아물 순정남 직진남 여주판타지 타임슬립 계약관계 능력녀 힐링물,0,황녀 어둠 하룻밤 황실 언니 동생 후회 마지막 기적 기회 치유 결말 결심 외삼촌 거래 제안 한정 계약 결혼 애정 회귀 타임슬립 육아 가족 힐링 연애 괴물 정남 직진 판타지 능력
53666782,0,0,0,0,0,0,0,샬롯에게는 다섯 명의 제자가 있다,1,용용,2,로판,10,213,130000000,155000,로맨스판타지 환생물 여주판타지 운명 능력남 순정남 걸크러쉬 능력녀 사제지간 삼각관계 드라마,0,마법사 죽음 직감 생애 마지막 마법 마음 아쉬움 사랑 연애 친우 인생 찰거머리 사건 사고
54439672,0,0,0,0,0,1,0,그 악녀를 조심하세요!,1,"열매,푸른칸나,뽕따맛스크류바",4,로판,10,128,53759000,73000,로맨스판타지 빙의물 여주판타지 수인물 능력녀 걸크러쉬 직진녀 악녀 뇌섹녀 라이벌 앙숙 배틀연애 로맨틱코미디 개그물 힐링물 권선징악,0,대의 악녀 빙의 공작 영애 백수 목격 약혼 황태자 불륜 눈물 쓰레기 목소리 전하 개자식 고구마 사이다 여주 크러쉬 똥차 둘리
60194921,0,0,0,0,0,1,0,"유혹하지 말아줘, 오빠",1,"진리군,서슬,이브나",3,로맨스,9.8,52,3743000,2,0,15,오빠 짝사랑 간직 감정 고백 분유 목소리 자장가 철벽 마지막 제안 포기 키스
64253799,0,0,0,0,0,0,0,너를 찾는 파도 [개정판],1,청연,1,BL,10,59,623000,688,육아물 성장물 츤데레 트라우마,15,국가대표 피겨 스타 고아 수영 선수 만남 오메가 거부 반응 알파 페로몬 운명 파국
52353163,0,0,0,0,0,1,0,"왜 이러세요, 공작님!",1,"에디,반달반지",2,로판,10,134,70335000,56000,로맨스판타지 신데렐라 신분차이 달달물,0,종달새 영혼 주군 사신 냉혈 남편 사랑 정체 불명 마법 이중인격 명줄 결혼 생활
56712146,0,0,0,0,0,1,0,악녀를 죽여 줘,1,"해기,사월생",1,로판,10,103,37975000,34000,로맨스판타지 빙의물 피폐물 순정남 조신남 무심녀 악녀,0,악녀 질투 음모 사형 후작 외동딸 빙의 목표 탈출 죽음 불사 각오 증오 황태자 신관 용사 시선 사랑 마녀 운명 거부 탈출기
51185123,0,0,4,4,1,1,1,귀환자의 마법은 특별해야 합니다,1,"욱작가,유소난",2,판타지,9.9,271,100000000,48000,회귀 성장 마법사,0,사랑 인류 최악 재앙 그림자 미궁 최후 생존자 도전 멸망 제국 마법 학원 입학 재회 과거 동료 구원
46384316,0,0,0,0,0,0,0,신이라 불리운 사나이[완전판],1,박봉성,11,액션,8.3,3,130000000,29000,0,0,피터팬 아버지 친구 감옥 병사 자식 약속 희생 미국 입양 생사 고개 차례 경험 대항 조직 보스
66404489,0,0,0,0,0,0,0,황성 신화의 시작 컬렉션,1,황성,11,무협,10,260,65000,1,정통 무림 먼치킨,15,신화 작품
66143747,0,0,0,0,0,0,0,황성 군계일학 컬렉션,1,황성,11,무협,9.8,234,280000,7,정통 무림 복수 성장,15,작품
52792529,0,0,0,0,0,1,0,괴물 공작가의 계약 공녀,1,"민작,리아란",6,로판,10,150,85777000,79000,로맨스판타지 가족후회물 복수물 가족물 존댓말남 능력녀,0,언니 가문 차녀 증폭 제물 불구덩이 존재 목숨 어둠 술사 각성 비밀 괴물 작가 결심 입양 제국 대륙 개척 운명
58004658,0,0,0,0,0,1,0,어차피 조연인데 나랑 사랑이나 해,1,"모락불,소다파이,단디",4,로판,10,146,12791000,18000,남장여자 왕족 귀족 능력남 순정남 소유욕 독점욕 엉뚱발랄녀 걸크러쉬 능글녀 직진녀 달달물 개그물 로맨틱코미디 빙의물 남장여자물,0,사랑 조연 결말 교통사고 충격 육체 자랑 흑심 텔레파시 남장 최애캐 분투
59624189,0,0,0,0,0,1,0,로열 메리지,1,"희야,강렬,포르토피노",5,로판,10,105,10144000,7,로맨스판타지 첫사랑 상처남 소유욕 독점욕 카리스마남 능력남 철벽남 능력녀 우월녀,0,미모 상징 제국 신붓감 약혼자 배신 절망 충격 가족 본성 혼인 어머니 일주일 남편 맨몸 멸시 사생아 출신 용병 전쟁 영웅 골목 본전 악마 부인 책임
58649535,0,0,0,0,0,1,0,하필이면 까마귀가 되어버렸다,1,"글리,실베스타",6,로판,10,107,28318000,31000,로맨스판타지 빙의물 수인물 다정남 왕족 귀족 유혹남 엉뚱발랄녀 애교녀 로맨틱코미디 개그물 직진남 사이다녀 능력녀 힐링물 달달물,0,사고 여성향 게임 환생 빙의 까마귀 엑스트라 황태자 사랑 거지 동명
57519433,0,0,0,0,0,1,0,아빠만 찾으려 했는데,1,"옹뇨,블루밍부케",1,로판,9.8,107,18859000,15000,로맨스판타지 성장물 회귀물 가족물 운명 순정남 왕족 귀족 오빠 존댓말남 직진남 외유내강 달달물 로맨틱코미디 힐링물 친구연인,0,로판 블루 아빠 엄마 죽음 후견인 숙부 조카 쓰레기 반항 자결 회귀 기쁨 반복 단서 피해 도착
65937228,0,0,0,0,0,0,0,넷카마 펀치!!!,1,"미쪼,공벤,키마님",2,BL,9.9,82,258000,622,현대물 오해물 동거물 복수물 계략 능글 능력 연하 집착 까칠한 연상의 라이벌 앙숙 무심한 연상연하 노블코믹,15,노답 인생 게임 유저 배틀 메이지 원수 본능 여캐 여자 착각 겜생 복수 연애
60762554,0,0,0,0,0,0,0,박쥐사육,1,제이드,3,BL,9.9,82,665000,1,학원물 오해물 짝사랑 다정 까칠한 친구 연인,15,절실 흡혈귀 혈액
63727156,0,0,0,0,0,0,0,무쌍,1,황성,11,무협,9.7,275,4397000,1,정통 먼치킨 무림,15,최강 청년 대행 무공 내력 여자 신비 출신 연속 급제 천재 의문 죽음 신임 괴걸들 운명 무림 무쌍 무협
52145920,0,0,0,0,0,1,0,마이 페어 풋맨,1,"꼬리,이자아",2,로판,10,103,40933000,31000,로맨스판타지 남장여자물 남장여자 능글남 능력녀 엉뚱발랄녀 신분차이 로맨틱코미디 달달물 힐링물,0,백작 놀이 시종 유서 여자 매일 가슴 붕대 소원 생일 제안 무도회 여장 파트너 주문 드레스 화장 에스코트 사교계 결심 축하 거절 사랑 운명 본분 남장 비서 츤데레 애정 공기
58239966,0,0,0,0,0,1,0,만렙부터 레벨업,1,"스튜디오 시그마,해무극",4,판타지,9.7,104,16984000,7,게임 차원이동 퓨전 복수 귀환 전쟁 먼치킨 성장 무공 만능 플레이어,0,무림 천하 일인 무공 지구 귀환 던전 몬스터 헌터 상태 레벨
58396566,0,0,0,0,0,1,0,"이번 생은 제대로 키워 드리겠습니다, 폐하!",1,"앤,오공이,예비,스테익,자하",5,로판,10,122,23999000,14000,로맨스판타지 육아물 가족후회물 회귀물 초월적존재 능글남 왕족 귀족 계략남 능력녀 무심녀 걸크러쉬 털털녀 라이벌 앙숙 경쟁구도 권선징악,0,아들 황제 마녀 피로 염원 자살 절망 폭발 과거 회귀 체온 비교 온기 기적 기회
65775303,0,0,0,0,0,0,0,황성 무적괴물 컬렉션,1,황성,11,무협,10,218,517000,7,정통 먼치킨 무림 성장 복수,15,황성 무적 괴물 작품
58677396,0,0,0,0,0,1,0,"톱스타, 그 자체",1,"쪼가,서홍",2,드라마,9.9,111,5038000,4,현대물 성장물 신령 배우 남주중심 노블코믹 이야기중심 동양풍 판타지물 일상물 일상 짝사랑 썸 가수 매니저,0,연기 신동 기회 화재 사고 과거 인생 할아버지 귀신 얼굴 천재 톱스타
60773409,0,0,0,0,0,1,0,부검의 신,1,"조준희,13월생",2,드라마,9.9,80,4241000,2,현대물 법조계 이야기중심 스릴 넘치는 전문직 회귀 타임슬립,15,국과수 부검 시체 법의학자 의식 왜곡 자살 판정 동료 후회 초년 소원 과거 잘못 기회
51703113,0,0,0,0,0,0,0,환골탈태,1,마고(mago),1,드라마,10,240,62610000,62000,일상물 성장물 초월적존재 가족 왕족 귀족 이야기중심 잔잔한 사랑스러운 두근거리는 귀여운,0,살가죽 해괴 생물체 해골 스켈레톤 독립 아기 고양이 이사 인간계 대행 서비스 센터 연결 돌연변이 설상가상 울음소리 옆집 항의 악마 육아 전이
55383201,0,0,0,0,0,1,0,남편이 미모를 숨김,1,"가비남,하라라,정연",5,로판,10,111,65647000,71000,0,0,괴물 영주 언니 결혼 여인 동정 사지 비밀 부인 이혼 하루 법률가 소문 남편 미모
50297433,0,0,4,4,1,1,1,외과의사 엘리제,1,"유인(流人),mini",7,로판,9.9,156,150000000,112000,메디컬물 빙의물 회귀물 능력녀 악녀,0,서울대 최연 의대 교수 지난 과거 잘못 만회 의사 최선 다해 태평양 한가운데 미터 높이 비행기 비상 탈출 엘리 제로 패악 달라 지난날 과오 지식 이용
62127985,0,0,0,0,0,1,0,폭군에게 차이는 10가지 방법,1,"맵찔,서귀조",5,로판,9.9,75,5928000,3,로맨스판타지 빙의물 왕족 귀족 집착남 카리스마남 엉뚱발랄녀 계략녀 직진녀 애교녀 털털녀 정략결혼,0,빙의 해도 약혼녀 스칼렛 계획
54129892,0,0,0,0,0,1,0,악녀의 남주님,1,"R수없음,이하론",4,로판,10,106,51994000,51000,0,15,유니 리아 라엘 친구 악녀 시드 사랑 질투 운명 일단 해도 남자 주님
58909608,0,0,0,0,0,1,0,잠만 자도 랭커,1,"천진희,워럭",3,판타지,9.7,154,16802000,8,게임 먼치킨 시스템 영웅 신화 노력 성장 신 회사원 플레이어,0,언니 착각 사냥 잠깐 자고 현성 사실 스킬 기면증 발동 강제 수면 상태 한숨 아이템 등급 직업 후예 행보 주목
61637198,0,0,0,0,0,1,0,조신하게 키웠더니 집착남 되어 돌아왔다,1,"홍사,초암",3,로판,9.9,77,6260000,3,로맨스판타지 다정남 소유욕 독점욕 순정남 연하남 대형견남 능력녀 걸크러쉬 도도녀 빙의물 중세물 우연한만남 첫사랑 운명 짝사랑남,0,제국 유일 불의 마녀 니아 빙의 운명 도박장 잭팟 노예 소년 담보 정이 의지 사내 향기
60173393,0,0,0,0,0,1,0,흑막 남편과의 이혼에 실패한 것 같다,1,"교르,순진무구,율지",3,로판,9.9,101,18154000,15000,로맨스판타지 빙의물 첫사랑 운명 천재 능글남 소유욕 독점욕 능력녀 집착남 유혹남 사이다녀 계략녀 정략결혼 친구연인 달달물,0,미래 나라 흑막 결혼 운명 악역 엘린 빙의 원작 남편 집착 애인 율리 살해 미수 혐의 사형 인물 굳이 친구 스무 이혼 도장 외국 정략결혼 알콩달콩 신혼 로맨스
58497055,0,0,0,0,0,0,0,레벨업에 미친 의사,1,"Village of Ambitious Birds/China Literature,JSCR,ZhiNiaoCun",1,판타지,9.5,324,9570000,4,메디컬 전문직 생존 먼치킨 시스템 영웅 신화 천재 노력 성장 초능력 재벌 만능 학생 플레이어 의사,0,퀘스트 봉합 패키지 수락 전공 병원 실습 시스템 일인 시험 버튼 감각 합격 문제
61077312,0,0,0,0,0,1,0,파혼의 대가,1,"ARC,스튜디오 이너스,아이데라",10,로판,9.8,102,10332000,7,로맨스판타지 복수물 여주판타지 오해물 성장물 운명 순정남 직진남 능력녀 걸크러쉬 계략녀 상처녀 계약관계 드라마 권선징악,0,신의 장난 황태자 전하 후작 영애 신탁 황태자비 선택 하루아침 권력 신분 태도 사랑 파혼 통보 포기 공녀 신전 주인 제국 신성
64037895,0,0,0,0,0,0,0,초보무사 일대기,1,야설록,11,무협,9.6,259,3819000,1,정통 먼치킨 성장,15,마교 라지 무림 단주 군악 천하 일인 무공 산골 나무꾼 호화 영물 초보 삼류 무사 중원 침공 전생 기억 활약 교주 아홉 제자 고전 악한 가르침 수백 독불 마지막 전투 바보 유쾌 통쾌 반란
55602918,0,0,0,0,0,1,0,악녀가 사랑할 때,1,"붉구,HJ,콩쭈,고샤,서치,대치동건물주,서귀조",7,로판,9.9,107,61510000,56000,로맨스판타지 빙의물 역하렘 악녀,0,시한 인생 악녀 빙의 목표 마음껏 먼저 등장인물 덕질 주변 반응
52211789,0,0,0,0,0,1,0,양판소 주인공의 아내로 살아남기,1,"아빈,녹끼",2,로판,10,118,110000000,96000,로맨스판타지 오해물 빙의물 왕족 귀족 순진남 능력녀 엉뚱발랄녀 정략결혼,0,아내 빙의 악역 조연 해주 목표 이혼 노아 동생 노닥거리 전쟁 고생
51415682,0,0,0,0,0,1,0,나는 이 집 아이,1,"코튼,시야",3,로판,9.9,155,220000000,222000,로맨스판타지 성장물 가족물 첫사랑 능글남 왕족 귀족 상처남 능력녀 자상녀 외유내강 상처녀 다정녀 나이차커플 권선징악,0,전생 기억 사생아 창녀 어머니 아버지 데리 골드 주지 거래 부자 제국 유일 공작 아이
53275341,0,0,0,0,0,0,0,우렁강도,1,펭키,2,BL,10,105,17903000,36000,0,0,강도 동거 라이프 지호 한순간 나태 기숙사 신청 기간 선배 도움 학교 근처 자취 구한 반나절 습격 가까스로 학창시절 눈물 내용 살림 학산 화사
62006812,0,0,0,0,0,1,0,친구는 소중히 대해 주세요,1,"첨지,앤트스튜디오,SYUNA,퀸",11,로판,10,88,7925000,4,로맨스판타지 육아물 빙의물 성장물 짝사랑 시한부 집착남 소유욕 독점욕 엉뚱발랄녀 다정녀 소꿉친구 순정남 힐링물 다정남 달달물,0,남자 여동생 감기 목숨 위태 개복치 치유 능력 소꿉친구 이용 문제 스킨 발현 어차피 사랑 고민 잡고 뽀뽀 자꾸 긴장 대야
65964608,0,0,0,0,0,0,0,황성 절대강자 컬렉션,1,황성,11,무협,10,292,296000,65,정통 무림 회귀 먼치킨 마교,15,황성 대강 작품 마검 쾌검
50744771,0,0,0,0,0,0,0,"재밌니, 짝사랑",1,손길,2,로맨스,10,141,90020000,87000,학원물 동거물 성장물 캠퍼스물 첫사랑 짝사랑 다정남 능력남 오빠 다정녀 짝사랑녀 직진녀 나이차커플 드라마 로맨틱코미디,0,사랑 무열 마음 남자 갈등 여자 운명 악연 일지 남녀 짝사랑
49874664,0,0,0,0,0,0,0,키다리 회장님,1,최미애,2,로맨스,9.8,169,62181000,57000,현대로맨스 전문직물 사내연애 오피스물 신데렐라 까칠남 다정남 재벌남 엉뚱발랄녀 순진녀 다정녀 신분차이 로맨틱코미디,0,투자 회장 비서실 말단 비서 집안 낯선 대학 졸업 동료 구박 행동 하루 위기 얼굴 키다리 아저씨 결코 죽지 점차 선배 관심 꺼름칙 매월 격주
48439569,0,0,0,0,0,0,0,나의 마녀,1,"해윤,MAS",4,로판,10,63,16835000,20000,로맨스판타지 초월적존재 다정남 순정남 첫사랑 걸크러쉬 뇌섹녀 다정녀 로맨틱코미디 달달물 치유물,15,합심 대상 마녀 손가락질 소녀 델리 아가 덕분 괴롭힘 외팔이 소년 계집애 외모 내면 상처 간직 사랑 찰나 집착 순식간 기억
66198397,0,0,0,0,0,0,0,플라시보 메모리 [개정판],1,도경,1,BL,9.9,46,109000,178,현대물 계략 무심 사랑꾼 아방 유혹 친구연인 연상연하,15,기억 우진 짝사랑 사고 절친 당황 행동 관계 애인 유교 보이 솔이 사빠 마음 확인 술자리 키스 폭발 훈계 직전 감정 조언 반응
56148134,0,0,0,0,0,1,0,못난이 공녀가 되었습니다,1,"강세아,정하임",3,로판,9.9,132,33377000,26000,로맨스판타지 먼치킨 성장물 천재 능력녀 걸크러쉬 재벌녀 사이다녀 우월녀,0,못난이 공녀 빙의 경멸 가족 관심 여기저기 패악 결과 무시 비웃음 실비 마감 비아 신경 필요 인생 가면 이지 기억 동생 일원
55203755,0,0,0,0,0,1,0,폭군에게는 악녀가 어울린다,1,"나전,자개,유이란",2,로판,10,105,34389000,25000,0,15,하루 아침 대의 신부 제국 황제 얼굴 마음 미남이시네요 남편 백년 악녀
50661727,0,0,0,0,0,0,0,용이 비를 내리는 나라,1,썸머,3,BL,10,181,42520000,73000,동양풍 운명 계략 귀염 사랑꾼 집착 후회 강한 도망 삼각관계 신분차이 소유욕 질투 이야기중심,0,나라 태평성대 국토 사막 제국 용이 출현 부흥 전설 거의 마지막 용의 부화 조짐 보이 야심 황태자 소식 대면 이지 능력 신관 간언 사실 구하라 황궁 축일 전야 태자 축사 정체 불명 소년 아이 동양 엮어내 사랑 집착 소라 해피 버스 데이 인기 만화가 썸머 최신
61400552,0,0,0,0,0,0,0,"왜 이러세요, 시어머니?",1,"쿠키문,공영,채주아",2,로판,9.9,81,3760000,2,로맨스판타지 시월드 가족후회물 성장물 가족물 운명 까칠남 츤데레남 능력남 자상녀 외유내강 계약관계 삼각관계 신분차이 힐링물,0,결혼 거부 고아 안내 신혼집 우물 판잣집 거위 시집 언니 공포 시댁 자라 시어머니 라며 등장 마법사 송두리째
63216619,0,0,0,0,0,1,0,여주와 남주의 아이들을 키우게 되었습니다,1,"S,삼각,녹이,다원나린",1,로판,9.7,71,4064000,3,로맨스판타지 육아물 오해물 빙의물 막장 가족물 상처남 후회남 차도남 상처녀 냉정녀 잔잔물 치유물 힐링물 애잔물,0,동생 사별 행복 비운 단역 빙의 유산 아픔 가시 기도 남편 사랑 여인 자식 아이 단번 일지 전생 기억 안고 환생 존재 목숨 다해 나라 수호 고룡 에스 카야 제국 보물 거란 추측 위협 가운데 비밀
55249956,0,0,0,0,0,1,0,모시던 아가씨가 도련님이 되어버렸다,1,"시그마,태비의별",3,로판,10,119,37513000,32000,0,0,조연 빙의 아가씨 도련님 원작 생활 청산 지도 남자 약속 코앞 고개 머리카락 목소리 클로이 후회 가족 후보 해피 라이프 중지 비밀 남자라면 거지 클로드 필요 저번 원래 물의 선언 집착 로판 작가 하녀 츤데레 티키타카 케미
52250831,0,0,0,0,0,1,0,황제와 여기사,1,"헤윰,팀이약,겨울,안경원숭이",3,로판,10,198,65203000,77000,로맨스판타지 로맨틱코미디 달달물 힐링물 권선징악 신분차이 능력녀 무심녀 다정남 왕족 귀족 능력남 조신남,0,경이 폐하 미모 능력 대륙 남자 기사 우애 연애 발전 유머 황금비 스타일 로망 전시 적국 레아 군대 사회 필사 노력 허망 신세 사투 뜻밖 제안 최초 황제 경도 인정 충성 맹세 도의 막바지 사랑 자각 전장 약자 천하 일색 철옹성 관계 물의 대망
